//Database Version
@@DATABASE=;VER=1;REV=0;EDIT=20
//Compatibility with the software
@@SOFT=446;VER=1;REV=3
00:2906:00:00:00;0046;11;;;2010;14;;0;0;0;0;0;
00:2906:01:00:00;0047;11;;;2010;15;;0;0;0;0;0;
00:2920:00:00:00;0064;11;;;2020;01;;0;0;0;0;0;
00:2921:00:00:00;0065;11;;;2020;02;;0;0;0;0;0;
00:2922:00:00:00;0066;11;;;2020;03;;0;0;0;0;0;
00:2923:00:00:00;0067;02;mm;;2020;04;;0;0;0;0;0;
00:2929:00:00:00;0068;02;;;2020;05;;0;0;0;0;0;
00:2920:00:00:01;0069;11;;;2020;06;;0;0;0;0;0;
00:2921:00:00:01;006A;11;;;2020;07;;0;0;0;0;0;
00:2922:00:00:01;006B;11;;;2020;08;;0;0;0;0;0;
00:2923:00:00:01;006C;02;mm;;2020;09;;0;0;0;0;0;
00:2929:00:00:01;006D;02;;;2020;0A;;0;0;0;0;0;
00:2920:00:00:02;006E;11;;;2020;0B;;0;0;0;0;0;
00:2921:00:00:02;006F;11;;;2020;0C;;0;0;0;0;0;
00:2922:00:00:02;0070;11;;;2020;0D;;0;0;0;0;0;
00:2923:00:00:02;0071;02;mm;;2020;0E;;0;0;0;0;0;
00:2929:00:00:02;0072;02;;;2020;0F;;0;0;0;0;0;
00:2920:00:00:03;0073;11;;;2020;10;;0;0;0;0;0;
00:2921:00:00:03;0074;11;;;2020;11;;0;0;0;0;0;
00:2922:00:00:03;0075;11;;;2020;12;;0;0;0;0;0;
00:2923:00:00:03;0076;02;mm;;2020;13;;0;0;0;0;0;
00:2929:00:00:03;0077;02;;;2020;14;;0;0;0;0;0;
00:2920:00:00:04;0078;11;;;2020;15;;0;0;0;0;0;
00:2921:00:00:04;0079;11;;;2020;16;;0;0;0;0;0;
00:2922:00:00:04;007A;11;;;2020;17;;0;0;0;0;0;
00:2923:00:00:04;007B;02;mm;;2020;18;;0;0;0;0;0;
00:2929:00:00:04;007C;02;;;2020;19;;0;0;0;0;0;
00:2920:00:00:05;007D;11;;;2020;1A;;0;0;0;0;0;
00:2921:00:00:05;007E;11;;;2020;1B;;0;0;0;0;0;
00:2922:00:00:05;007F;11;;;2020;1C;;0;0;0;0;0;
00:2923:00:00:05;0080;02;mm;;2020;1D;;0;0;0;0;0;
00:2929:00:00:05;0081;02;;;2020;1E;;0;0;0;0;0;
00:2920:00:00:06;0082;11;;;2020;1F;;0;0;0;0;0;
00:2921:00:00:06;0083;11;;;2020;20;;0;0;0;0;0;
00:2922:00:00:06;0084;11;;;2020;21;;0;0;0;0;0;
00:2923:00:00:06;0085;02;mm;;2020;22;;0;0;0;0;0;
00:2929:00:00:06;0086;02;;;2020;23;;0;0;0;0;0;
00:2920:00:00:07;0087;11;;;2020;24;;0;0;0;0;0;
00:2921:00:00:07;0088;11;;;2020;25;;0;0;0;0;0;
00:2922:00:00:07;0089;11;;;2020;26;;0;0;0;0;0;
00:2923:00:00:07;008A;02;mm;;2020;27;;0;0;0;0;0;
00:2929:00:00:07;008B;02;;;2020;28;;0;0;0;0;0;
00:2920:00:00:08;008C;11;;;2020;29;;0;0;0;0;0;
00:2921:00:00:08;008D;11;;;2020;2A;;0;0;0;0;0;
00:2922:00:00:08;008E;11;;;2020;2B;;0;0;0;0;0;
00:2923:00:00:08;008F;02;mm;;2020;2C;;0;0;0;0;0;
00:2929:00:00:08;0090;02;;;2020;2D;;0;0;0;0;0;
00:2924:00:00:00;0091;02;mm;;2020;2E;;0;0;0;0;0;
00:2925:00:00:00;0092;02;mm;;2020;2F;;0;0;0;0;0;
00:2926:00:00:00;0093;02;mm;;2020;30;;0;0;0;0;0;
00:2924:01:00:00;0094;02;mm;;2020;31;;0;0;0;0;0;
00:2925:01:00:00;0095;02;mm;;2020;32;;0;0;0;0;0;
00:2926:01:00:00;0096;02;mm;;2020;33;;0;0;0;0;0;
00:292A:00:00:00;0097;02;;;2020;34;;0;0;0;0;0;
00:292A:00:00:01;0098;02;;;2020;35;;0;0;0;0;0;
00:292A:00:00:02;0099;02;;;2020;36;;0;0;0;0;0;
00:292A:00:00:03;009A;02;;;2020;37;;0;0;0;0;0;
00:292A:00:00:04;009B;02;;;2020;38;;0;0;0;0;0;
00:292A:00:00:05;009C;02;;;2020;39;;0;0;0;0;0;
00:292A:00:00:06;009D;02;;;2020;3A;;0;0;0;0;0;
00:292A:00:00:07;009E;02;;;2020;3B;;0;0;0;0;0;
00:292A:00:00:08;009F;02;;;2020;3C;;0;0;0;0;0;
00:2930:00:00:00;00C8;02;;;2030;01;;0;0;0;0;0;
00:2931:00:00:00;00C9;02;;;2030;02;;0;0;0;0;0;
00:2932:00:00:00;00CA;02;s;;2030;03;;0;0;0;0;0;
00:2933:00:00:00;00CB;02;s;;2030;04;;0;0;0;0;0;
00:2934:00:00:00;00CC;02;s;;2030;05;;0;0;0;0;0;
00:2935:00:00:00;00CD;64;s;;2030;06;;0;0;0;0;0;
00:2936:00:00:00;00CF;64;s;;2030;07;;0;0;0;0;0;
00:2937:00:00:00;00D1;64;s;;2030;08;;0;0;0;0;0;
00:2938:00:00:00;00D3;64;s;;2030;09;;0;0;0;0;0;
00:2939:00:00:00;00D5;64;s;;2030;0A;;0;0;0;0;0;
00:0301:00:00:00;00FA;04;;;2030;0B;;0;0;0;0;0;
00:0301:00:00:01;00FC;04;;;2030;0C;;0;0;0;0;0;
00:0301:00:00:02;00FE;04;;;2030;0D;;0;0;0;0;0;
00:0301:00:00:03;0100;04;;;2030;0E;;0;0;0;0;0;
00:0301:01:00:00;0102;04;;;2030;0F;;0;0;0;0;0;
00:0301:01:00:01;0104;04;;;2030;10;;0;0;0;0;0;
00:0301:01:00:02;0106;04;;;2030;11;;0;0;0;0;0;
00:0301:01:00:03;0108;04;;;2030;12;;0;0;0;0;0;
00:0310:00:00:00;010A;01;;;2030;13;;0;0;0;0;0;
00:0311:00:00:00;010B;01;;;2030;14;;0;0;0;0;0;
00:0320:00:00:00;010C;01;;;2030;15;;0;0;0;0;0;
00:0321:00:00:00;010D;01;;;2030;16;;0;0;0;0;0;
00:0304:00:00:00;010E;01;;;2030;17;;0;0;0;0;0;
00:0315:00:00:00;010F;01;;;2030;18;;0;0;0;0;0;
00:0300:00:00:00;0110;01;;;2030;19;;0;0;0;0;0;
00:295E:00:00:00;0111;01;;;2030;1A;;0;0;0;0;0;
00:295F:00:00:00;0112;01;;;2030;1B;;0;0;0;0;0;
00:E003:00:00:00;0113;64;;;2030;1C;;0;0;0;0;;
00:E003:00:00:01;0115;64;;;2030;1D;;0;0;0;0;;
00:E003:00:00:02;0117;64;;;2030;1E;;0;0;0;0;;
00:E003:00:00:03;0119;64;;;2030;1F;;0;0;0;0;;
00:E003:01:00:00;011B;64;;;2030;20;;0;0;0;0;;
00:E003:01:00:01;011D;64;;;2030;21;;0;0;0;0;;
00:E003:01:00:02;011F;64;;;2030;22;;0;0;0;0;;
00:E003:01:00:03;0121;64;;;2030;23;;0;0;0;0;;
00:0304:01:00:00;0123;01;;;2030;24;;0;0;0;0;0;
00:0301:02:00:00;0124;04;;;2030;25;;0;0;0;0;0;
00:0301:02:00:02;0126;04;;;2030;26;;0;0;0;0;0;
00:0301:02:00:03;0128;04;;;2030;27;;0;0;0;0;0;
00:F003:00:00:00;012C;11;;;2035;01;;0;0;0;0;0;
00:0110:00:00:00;012D;02;;;2035;02;;0;0;0;0;0;
00:F000:00:00:00;012E;01;;;2035;03;;0;0;0;0;0;
00:F000:01:00:00;012F;01;;;2035;04;;0;0;0;0;0;
00:F001:00:00:00;0130;64;C;;2035;05;;0;0;0;0;15;
00:F002:00:00:00;0132;64;C;;2035;06;;0;0;0;0;15;
00:295A:00:00:01;0134;64;kg/m³;;2035;07;;0;0;0;0;830;
00:295A:00:00:02;0136;64;kg/m³;;2035;08;;0;0;0;0;730;
00:295A:00:00:03;0138;64;kg/m³;;2035;09;;0;0;0;0;730;
00:295A:00:00:04;013A;64;kg/m³;;2035;0A;;0;0;0;0;840;
00:295A:00:00:05;013C;64;kg/m³;;2035;0B;;0;0;0;0;740;
00:295A:00:00:06;013E;64;kg/m³;;2035;0C;;0;0;0;0;780;
00:295A:00:00:07;0140;64;kg/m³;;2035;0D;;0;0;0;0;515;
00:295A:00:00:08;0142;64;kg/m³;;2035;0E;;0;0;0;0;585;
00:295A:00:00:09;0144;64;kg/m³;;2035;0F;;0;0;0;0;550;
00:295A:00:00:0A;0146;64;kg/m³;;2035;10;;0;0;0;0;0;
00:295A:00:00:0B;0148;64;kg/m³;;2035;11;;0;0;0;0;0;
00:295A:00:00:0C;014A;64;kg/m³;;2035;12;;0;0;0;0;0;
00:295A:00:00:0D;014C;64;kg/m³;;2035;13;;0;0;0;0;0;
00:295A:00:00:0E;014E;64;kg/m³;;2035;14;;0;0;0;0;0;
00:295A:00:00:0F;0150;64;kg/m³;;2035;15;;0;0;0;0;0;
00:295A:00:00:10;0152;64;kg/m³;;2035;16;;0;0;0;0;0;
00:2942:00:00:00;0154;11;;;2035;17;;0;0;0;0;0;
00:2943:00:00:00;0155;11;;;2035;18;;0;0;0;0;0;
00:2919:00:00:00;0156;01;;;2035;19;;0;0;0;0;0;
00:291A:00:00:00;0157;11;;;2035;1A;;0;0;0;0;0;
00:0000:00:01:58;0158;11;;;2035;1B;;0;0;0;0;0;
00:0000:00:01:59;0159;02;;;2035;1C;;0;0;0;0;0;
00:2959:00:00:01;015A;11;;;2035;1D;;0;0;0;0;0;
00:2959:00:00:02;015B;11;;;2035;1E;;0;0;0;0;1;
00:2959:00:00:03;015C;11;;;2035;1F;;0;0;0;0;1;
00:2959:00:00:04;015D;11;;;2035;20;;0;0;0;0;0;
00:2959:00:00:05;015E;11;;;2035;21;;0;0;0;0;1;
00:2959:00:00:06;015F;11;;;2035;22;;0;0;0;0;0;
00:2959:00:00:07;0160;11;;;2035;23;;0;0;0;0;1;
00:2959:00:00:08;0161;11;;;2035;24;;0;0;0;0;1;
00:2959:00:00:09;0162;11;;;2035;25;;0;0;0;0;1;
00:2959:00:00:0A;0163;11;;;2035;26;;0;0;0;0;0;
00:2959:00:00:0B;0164;11;;;2035;27;;0;0;0;0;0;
00:2959:00:00:0C;0165;11;;;2035;28;;0;0;0;0;0;
00:2959:00:00:0D;0166;11;;;2035;29;;0;0;0;0;0;
00:2959:00:00:0E;0167;11;;;2035;2A;;0;0;0;0;0;
00:2959:00:00:0F;0168;11;;;2035;2B;;0;0;0;0;0;
00:2959:00:00:10;0169;11;;;2035;2C;;0;0;0;0;0;
00:2928:00:00:00;016A;11;;;2035;2D;;0;0;0;0;0;
00:2928:00:00:01;016B;11;;;2035;2E;;0;0;0;0;0;
00:F003:01:00:00;016C;11;;;2035;2F;;0;0;0;0;0;
00:0110:01:00:00;016D;02;;;2035;30;;0;0;0;0;0;
00:F001:01:00:00;016E;64;C;;2035;31;;0;0;0;0;0;
00:F002:01:00:00;0170;64;C;;2035;32;;0;0;0;0;15;
00:291A:01:00:00;0172;11;;;2035;33;;0;0;0;0;1;
00:F000:02:00:00;0173;01;;;2035;34;;0;0;0;0;0;
00:8072:00:00:00;0174;11;;;2035;35;;0;0;0;0;0;
00:3200:00:00:00;0190;11;;;2040;01;;0;0;0;0;0;
00:3210:00:00:00;0191;64;;;2040;02;;0;0;0;0;0;
00:3211:00:00:00;0193;64;;;2040;03;;0;0;0;0;0;
00:3320:00:00:00;0195;64;kg/m³;;2040;04;;0;0;0;0;500;
00:3321:00:00:00;0197;64;kg/m³;;2040;05;;0;0;0;0;1200;
00:3420:00:00:00;0199;64;;;2040;06;;0;0;0;0;0;
00:3421:00:00:00;019B;64;;;2040;07;;0;0;0;0;0;
00:E002:00:00:00;019D;64;;;2040;08;;0;0;0;0;0;
00:2810:00:00:00;019F;01;;;2040;09;;0;0;0;0;1;
00:2830:00:00:00;01A0;11;;;2040;0A;;0;0;0;0;1;
00:2840:00:00:00;01A1;02;;;2040;0B;;0;0;0;0;0;
00:28C0:00:00:00;01A2;11;;;2040;0C;;0;0;0;0;0;
00:28C1:00:00:00;01A3;11;;;2040;0D;;0;0;0;0;0;
00:28C2:00:00:00;01A4;02;s;;2040;0E;;0;0;0;0;10;
00:28B0:00:00:00;01A5;11;;;2040;0F;;0;0;0;0;10;
00:2000:00:00:00;01A6;04;;;2040;10;;0;0;0;0;0;
00:2000:00:00:01;01A8;04;;;2040;11;;0;0;0;0;0;
00:2000:00:00:02;01AA;04;;;2040;12;;0;0;0;0;0;
00:2000:00:00:03;01AC;04;;;2040;13;;0;0;0;0;0;
00:2000:00:00:04;01AE;04;;;2040;14;;0;0;0;0;0;
00:2000:00:00:05;01B0;04;;;2040;15;;0;0;0;0;0;
00:2000:00:00:06;01B2;04;;;2040;16;;0;0;0;0;0;
00:2000:00:00:07;01B4;04;;;2040;17;;0;0;0;0;0;
00:2000:00:00:08;01B6;04;;;2040;18;;0;0;0;0;0;
00:2000:00:00:09;01B8;04;;;2040;19;;0;0;0;0;0;
00:2000:00:00:0A;01BA;04;;;2040;1A;;0;0;0;0;0;
00:2000:00:00:0B;01BC;04;;;2040;1B;;0;0;0;0;0;
00:2000:00:00:0C;01BE;04;;;2040;1C;;0;0;0;0;0;
00:2000:00:00:0D;01C0;04;;;2040;1D;;0;0;0;0;0;
00:2000:00:00:0E;01C2;04;;;2040;1E;;0;0;0;0;0;
00:2000:00:00:0F;01C4;04;;;2040;1F;;0;0;0;0;0;
00:2000:00:00:10;01C6;04;;;2040;20;;0;0;0;0;0;
00:2000:00:00:11;01C8;04;;;2040;21;;0;0;0;0;0;
00:2000:00:00:12;01CA;04;;;2040;22;;0;0;0;0;0;
00:2000:00:00:13;01CC;04;;;2040;23;;0;0;0;0;0;
00:3218:00:00:00;01CE;64;;;2040;24;;0;0;0;0;0;
00:3219:00:00:00;01D0;64;;;2040;25;;0;0;0;0;0;
00:3223:00:00:00;01D2;64;;;2040;26;;0;0;0;0;0;
00:3236:00:00:00;01D4;01;;;2040;27;;0;0;0;0;0;
00:3312:00:00:00;01D5;04;%;;2040;28;;0;0;0;0;0;
00:3210:01:00:00;01D7;64;;;2040;29;;0;0;0;0;0;
00:3211:01:00:00;01D9;64;;;2040;2A;;0;0;0;0;0;
00:3200:01:00:00;01DB;11;;;2040;2B;;0;0;0;0;0;
00:3218:01:00:00;01DC;64;;;2040;2C;;0;0;0;0;0;
00:3219:01:00:00;01DE;64;;;2040;2D;;0;0;0;0;0;
00:3223:01:00:00;01E0;64;;;2040;2E;;0;0;0;0;0;
00:2821:00:00:00;01F4;11;;;2050;01;;0;0;0;0;0;
00:2820:00:00:00;01F5;11;;;2050;02;;0;0;0;0;0;
00:2850:00:00:00;01F6;11;;;2050;03;;0;0;0;0;0;
00:2800:00:00:00;01F7;11;;;2050;04;;0;0;0;0;0;
00:2811:00:00:00;01F8;64;;;2050;05;;0;0;0;0;0;
00:4201:00:00:00;01FA;01;;;2050;06;;0;0;0;0;0;
00:2004:00:00:00;01FB;01;;;2050;07;;0;0;0;0;0;
00:201A:00:00:00;01FC;01;;;2050;08;;0;0;0;0;0;
00:201B:00:00:00;01FD;01;;;2050;09;;0;0;0;0;0;
00:2002:00:00:00;01FE;11;;;2050;0A;;0;0;0;0;0;
00:4221:00:00:00;01FF;11;;;2050;0B;;0;0;0;0;0;
00:4230:00:00:00;0200;11;;;2050;0C;;0;0;0;0;0;
00:4231:00:00:00;0201;11;;;2050;0D;;0;0;0;0;0;
00:4220:00:00:00;0202;11;;;2050;0E;;0;0;0;0;0;
00:2001:00:00:00;0203;01;;;2050;0F;;0;0;0;0;0;
00:4001:00:00:00;0204;04;;;2050;10;;0;0;0;0;9600;
00:4001:01:00:00;0206;04;;;2050;11;;0;0;0;0;9600;
00:4001:02:00:00;0208;04;;;2050;12;;0;0;0;0;9600;
00:4001:03:00:00;020A;04;;;2050;13;;0;0;0;0;9600;
00:4100:00:00:00;020C;01;;;2050;14;;0;0;0;0;0;
00:4100:01:00:00;020D;01;;;2050;15;;0;0;0;0;0;
00:4100:02:00:00;020E;01;;;2050;16;;0;0;0;0;0;
00:4100:03:00:00;020F;01;;;2050;17;;0;0;0;0;0;
00:296C:00:00:00;0210;02;;;2050;18;;0;0;0;0;0;
00:6051:00:01:00;0258;01;;;2060;01;;0;0;0;0;0;
00:6011:00:01:00;0259;01;pl/L;;2060;02;;0;0;0;0;0;
00:6020:00:01:00;025A;64;pl/L;;2060;03;;0;0;0;0;0;
00:6013:00:01:00;025C;02;L;;2060;04;;0;0;0;0;0;
00:6015:00:01:00;025D;02;%;;2060;05;;0;0;0;0;0;
00:6022:00:01:00;025E;02;ppm;;2060;06;;0;0;0;0;0;
00:6000:00:01:00;025F;02;%;;2060;07;;0;0;0;0;0;
00:6001:00:01:00;0260;01;%;;2060;08;;0;0;0;0;0;
00:2003:00:00:00;0261;01;;;2060;09;;0;0;0;0;0;
00:2011:00:00:00;0262;11;;;2060;0A;;0;0;0;0;0;
00:2012:00:00:00;0263;04;;;2060;0B;;0;0;0;0;0;
00:2013:00:00:00;0265;02;;;2060;0C;;0;0;0;0;0;
00:2014:00:00:00;0266;04;;;2060;0D;;0;0;0;0;0;
00:2010:00:00:00;0268;01;;;2060;0E;;0;0;0;0;0;
00:2015:00:00:00;0269;01;;;2060;0F;;0;0;0;0;0;
00:6002:00:00:00;026A;11;;;2060;10;;0;0;0;0;0;
00:6003:00:00:00;026B;11;;;2060;11;;0;0;0;0;0;
00:296D:00:00:00;026C;11;;;2060;12;;0;0;0;0;0;
00:2861:00:00:00;026D;11;;;2060;13;;0;0;0;0;0;
00:8002:00:00:00;02BC;11;;;2070;01;;0;0;0;0;0;
00:F010:00:00:00;02BD;64;;;2070;02;;0;0;0;0;0;
00:F010:00:00:01;02BF;64;;;2070;03;;0;0;0;0;0;
00:F010:00:00:02;02C1;64;;;2070;04;;0;0;0;0;0;
00:F010:00:01:00;02C3;64;;;2070;05;;0;0;0;0;0;
00:F010:00:01:01;02C5;64;;;2070;06;;0;0;0;0;0;
00:F010:00:01:02;02C7;64;;;2070;07;;0;0;0;0;0;
00:3510:00:00:00;02C9;64;;;2070;08;;0;0;0;0;;
00:C406:00:00:00;02CB;64;C;;2070;09;;0;0;0;0;;
00:C406:01:00:00;02CD;64;C;;2070;0A;;0;0;0;0;;
00:C406:02:00:00;02CF;64;C;;2070;0B;;0;0;0;0;;
00:C000:00:00:00;0320;64;impl/L;;2080;01;c0_C000;0;0;0;0;0;
00:C010:00:00:00;0322;64;impl/L;;2080;02;c0_C010;0;0;0;0;0;
00:C001:00:00:00;0324;64;m³/h;;2080;03;c0_C002;0;0;0;0;0;
00:C002:00:00:00;0326;64;L/h;;2080;04;c0_C002;0;0;0;0;0;
00:C011:00:00:00;0328;64;m³/h;;2080;05;c0_C012;0;0;0;0;0;
00:C012:00:00:00;032A;64;L/h;;2080;06;c0_C012;0;0;0;0;0;
00:C003:00:00:00;032C;64;impl/L;;2080;07;;0;0;0;0;0;
00:295B:00:00:00;032E;42;‰;;2080;08;;0;0;0;0;0;
00:3100:00:00:00;032F;11;;;2080;09;;0;0;0;0;1;
00:3110:00:00:00;0330;64;;;2080;0A;;0;0;0;0;0;
00:3111:00:00:00;0332;64;Ohm;;2080;0B;;0;0;0;0;0;
00:3120:00:00:00;0334;64;C;;2080;0C;;0;0;0;0;-20;
00:3121:00:00:00;0336;64;C;;2080;0D;;0;0;0;0;50;
00:310F:00:00:00;0338;11;;;2080;0E;;0;0;0;0;0;
00:8020:00:00:00;0339;64;L/h;;2080;0F;;0;0;0;0;8000;
00:8026:00:00:00;033B;64;L/h;;2080;10;;0;0;0;0;80000;
00:3502:00:00:00;033D;64;L/h;;2080;11;;0;0;0;0;30000;
00:8028:00:00:00;033F;64;L/h;;2080;12;;0;0;0;0;20000;
00:8013:00:00:00;0341;64;L;;2080;13;;0;0;0;0;200;
00:8034:00:00:00;0343;02;L;;2080;14;;0;0;0;0;0;
00:3000:00:00:00;0344;01;;;2080;15;;0;0;0;0;0;
00:3001:00:00:00;0345;02;;;2080;16;;0;0;0;0;0;
00:3002:00:00:00;0346;11;;;2080;17;;0;0;0;0;0;
00:3500:00:00:00;0347;01;;;2080;18;;0;0;0;0;0;
00:3601:00:00:00;0348;64;L/imp;;2080;19;;0;0;0;0;0;
00:3610:00:00:00;034A;01;;;2080;1A;;0;0;0;0;0;
00:3A01:00:00:00;034B;64;;;2080;1B;;0;0;0;0;0;
00:3A02:00:00:00;034D;64;;;2080;1C;;0;0;0;0;0;
00:8032:00:00:00;034F;64;L;;2080;1D;;0;0;0;0;0;
00:3507:00:00:00;0351;01;L;;2080;1E;;0;0;0;0;0;
00:3506:00:00:00;0352;02;L;;2080;1F;;0;0;0;0;0;
00:3508:00:00:00;0353;02;L;;2080;20;;0;0;0;0;0;
00:3300:00:00:00;0354;11;;;2080;21;;0;0;0;0;0;
00:3301:00:00:00;0355;11;;;2080;22;;0;0;0;0;0;
00:3330:00:00:00;0356;64;;;2080;23;;0;0;0;0;0;
00:3330:00:00:01;0358;64;;;2080;24;;0;0;0;0;0;
00:3330:00:00:02;035A;64;;;2080;25;;0;0;0;0;0;
00:3310:00:00:00;035C;64;;;2080;26;;0;0;0;0;0;
00:3311:00:00:00;035E;64;;;2080;27;;0;0;0;0;0;
00:3305:00:00:00;0360;01;C;;2080;28;;0;0;0;0;0;
00:3306:00:00:00;0361;11;;;2080;29;;0;0;0;0;0;
00:3340:00:00:00;0362;01;;;2080;2A;;0;0;0;0;0;
00:8073:00:00:00;0363;01;;;2080;2B;;0;0;0;0;;
00:F004:00:00:00;0364;64;kg/m³;;2080;2C;;0;0;0;0;;
00:C400:00:00:00;0366;11;;;2080;2D;;0;0;0;0;;
00:C403:00:00:00;0367;64;;;2080;2E;;0;0;0;0;;
00:C403:00:00:01;0369;64;;;2080;2F;;0;0;0;0;;
00:C405:00:00:00;036B;02;;;2080;30;;0;0;0;0;;
00:C400:01:00:00;036C;11;;;2080;31;;0;0;0;0;;
00:C403:01:00:00;036D;64;;;2080;32;;0;0;0;0;;
00:C403:01:00:01;036F;64;;;2080;33;;0;0;0;0;;
00:C405:01:00:00;0371;02;;;2080;34;;0;0;0;0;;
00:295B:00:01:00;0372;42;‰;;2080;35;;0;0;0;0;;
00:C800:00:00:00;0373;64;;;2080;36;;0;0;0;0;;
00:C400:02:00:00;0375;11;;;2080;37;;0;0;0;0;;
00:C403:02:00:00;0376;64;;;2080;38;;0;0;0;0;;
00:C403:02:00:01;0378;64;;;2080;39;;0;0;0;0;;
00:C405:02:00:00;037A;02;;;2080;3A;;0;0;0;0;;
00:C000:00:00:01;037B;64;impl/L;;2080;3B;;0;0;0;0;0;
00:C010:00:00:01;037D;64;impl/L;;2080;3C;;0;0;0;0;0;
00:C001:00:00:01;037F;64;m³/h;;2080;3D;;0;0;0;0;0;
00:C011:00:00:01;0381;64;m³/h;;2080;3E;;0;0;0;0;0;
00:295B:00:00:01;0383;42;‰;;2080;3F;;0;0;0;0;0;
00:295B:00:01:01;0384;42;‰;;2080;40;;0;0;0;0;;
00:8032:01:00:00;0385;64;L;;2080;41;;0;0;0;0;0;
00:C004:00:00:00;0387;64;‰;;2080;42;;0;0;0;0;0;
00:8035:00:00:00;0389;64;L;;2080;43;;0;0;0;0;0;
00:3A01:01:00:00;038B;64;;;2080;44;;0;0;0;0;0;
00:3A02:01:00:00;038D;64;;;2080;45;;0;0;0;0;0;
00:C000:01:00:00;03E8;64;impl/L;;2090;01;c0_C000_1;0;0;0;0;0;
00:C010:01:00:00;03EA;64;impl/L;;2090;02;c0_C010_1;0;0;0;0;0;
00:C002:01:00:00;03EC;64;L/h;;2090;03;c0_C002_1;0;0;0;0;0;
00:C012:01:00:00;03EE;64;L/h;;2090;04;c0_C012_1;0;0;0;0;0;
00:C003:01:00:00;03F0;64;impl/L;;2090;05;;0;0;0;0;0;
00:295B:01:00:00;03F2;42;‰;;2090;06;;0;0;0;0;0;
00:8021:01:00:00;03F3;64;L/h;;2090;07;;0;0;0;0;0;
00:8025:01:00:00;03F5;64;L/h;;2090;08;;0;0;0;0;0;
00:8028:01:00:00;03F7;02;L/h;;2090;09;;0;0;0;0;0;
00:8013:01:00:00;03F8;64;L;;2090;0A;;0;0;0;0;0;
00:8034:01:00:00;03FA;02;L;;2090;0B;;0;0;0;0;0;
00:3100:01:00:00;03FB;11;;;2090;0C;;0;0;0;0;0;
00:3110:01:00:00;03FC;64;;;2090;0D;;0;0;0;0;0;
00:3111:01:00:00;03FE;64;Ohm;;2090;0E;;0;0;0;0;0;
00:3120:01:00:00;0400;42;C;;2090;0F;;0;0;0;0;0;
00:3121:01:00:00;0401;42;C;;2090;10;;0;0;0;0;0;
00:310F:01:00:00;0402;11;;;2090;11;;0;0;0;0;0;
